1,1,457,502,51,37,1,0,-1
1,2,236,1739,60,44,1,0,-1
1,3,976,1676,70,25,1,0,-1
1,4,2127,1662,25,47,1,0,-1
1,5,2683,1929,42,46,1,0,-1
1,6,4984,1134,57,49,1,0,-1
1,7,4278,1573,33,48,1,0,-1
1,8,2528,2297,53,38,1,0,-1
1,9,2890,2614,55,33,1,0,-1
1,10,1743,2669,31,39,1,0,-1
1,11,2280,3046,31,34,1,0,-1
1,12,3772,3025,62,41,1,0,-1
1,13,4565,2871,36,43,1,0,-1
1,14,4228,2299,57,36,1,0,-1
1,15,4958,2084,57,40,1,0,-1
1,16,3421,1979,52,38,1,0,-1
1,17,339,1558,39,42,1,0,-1
1,18,1752,1143,30,50,1,0,-1
1,19,2608,2254,48,28,1,0,-1
1,20,2651,761,37,47,1,0,-1
1,21,2267,1028,44,37,1,0,-1
1,22,1101,710,44,48,1,0,-1
1,23,3785,938,56,22,1,0,-1
1,24,1943,94,25,68,1,0,-1
1,25,3581,1105,41,23,1,0,-1
1,26,2290,293,37,46,1,0,-1
1,27,3589,1142,50,21,1,0,-1
1,28,2951,210,45,27,1,0,-1
1,29,1883,260,51,30,1,0,-1
1,30,3171,528,54,31,1,0,-1
1,31,3873,2934,24,40,1,0,-1
1,32,3897,233,58,41,1,0,-1
1,33,5014,158,80,31,1,0,-1
1,34,4487,731,49,49,1,0,-1
1,35,3643,926,31,56,1,0,-1
1,36,1710,1109,45,39,1,0,-1
2,17,337,1560,39,42,1,0,-1
2,2,242,1741,60,44,1,0,-1
2,3,979,1676,70,25,1,0,-1
2,4,2127,1661,25,47,1,0,-1
2,5,2685,1930,42,46,1,0,-1
2,6,4984,1134,57,49,1,0,-1
2,7,4276,1575,33,48,1,0,-1
2,8,2526,2298,53,38,1,0,-1
2,12,3773,3027,62,41,1,0,-1
2,10,1742,2669,31,39,1,0,-1
2,11,2280,3043,31,34,1,0,-1
2,13,4571,2872,36,43,1,0,-1
2,14,4226,2301,57,36,1,0,-1
2,15,4956,2085,57,40,1,0,-1
2,16,3423,1980,52,38,1,0,-1
2,9,2890,2614,55,33,1,0,-1
2,18,1753,1145,30,50,1,0,-1
2,19,2606,2254,48,28,1,0,-1
2,20,2654,763,37,47,1,0,-1
2,29,1886,261,51,30,1,0,-1
2,22,1104,711,44,48,1,0,-1
2,23,3786,938,56,22,1,0,-1
2,24,1943,95,25,68,1,0,-1
2,25,3579,1105,41,23,1,0,-1
2,26,2289,295,37,46,1,0,-1
2,27,3591,1143,50,21,1,0,-1
2,28,2953,209,45,27,1,0,-1
2,1,455,504,51,37,1,0,-1
2,36,1713,1113,45,39,1,0,-1
2,35,3644,925,31,56,1,0,-1
2,34,4489,732,49,49,1,0,-1
2,33,5018,158,80,31,1,0,-1
2,21,2269,1030,44,37,1,0,-1
2,31,3874,2935,24,40,1,0,-1
2,30,3168,530,54,31,1,0,-1
2,32,3900,234,58,41,1,0,-1
3,17,338,1560,39,42,1,0,-1
3,2,241,1738,60,44,1,0,-1
3,3,976,1676,74,26,1,0,-1
3,4,2127,1661,25,47,1,0,-1
3,5,2685,1931,42,46,1,0,-1
3,6,4987,1133,57,49,1,0,-1
3,7,4275,1576,33,48,1,0,-1
3,19,2608,2253,48,28,1,0,-1
3,8,2527,2298,53,38,1,0,-1
