1,1,4204,1530,48,35,1,0,-1
1,2,2820,1358,41,57,1,0,-1
1,3,3689,1386,52,55,1,0,-1
1,4,3067,1113,38,55,1,0,-1
1,5,2892,1240,53,48,1,0,-1
1,6,3340,1894,58,52,1,0,-1
1,7,3153,1567,36,62,1,0,-1
1,8,2337,1739,44,69,1,0,-1
1,9,1960,1725,53,60,1,0,-1
1,10,1219,1917,38,55,1,0,-1
1,11,1336,1488,58,51,1,0,-1
1,12,2711,920,57,48,1,0,-1
1,13,2600,1257,49,56,1,0,-1
1,14,1746,1306,48,56,1,0,-1
1,15,412,615,62,58,1,0,-1
1,16,2673,858,58,58,1,0,-1
1,17,3457,2004,50,42,1,0,-1
1,18,952,370,42,48,1,0,-1
1,19,1067,781,57,62,1,0,-1
1,20,1233,251,52,49,1,0,-1
1,21,1437,745,40,55,1,0,-1
1,22,1747,244,70,49,1,0,-1
1,23,2290,497,43,55,1,0,-1
1,24,3489,2052,35,37,1,0,-1
2,8,2340,1740,44,69,1,0,-1
2,11,1335,1489,58,51,1,0,-1
2,10,1220,1917,38,55,1,0,-1
2,9,1964,1725,53,60,1,0,-1
2,7,3155,1565,36,62,1,0,-1
2,2,2824,1358,41,57,1,0,-1
2,5,2893,1242,53,48,1,0,-1
2,4,3070,1115,38,55,1,0,-1
2,3,3692,1384,52,55,1,0,-1
2,1,4195,1531,48,35,1,0,-1
2,6,3342,1895,58,52,1,0,-1
2,12,2713,920,57,48,1,0,-1
2,19,1072,785,57,62,1,0,-1
2,13,2600,1258,49,56,1,0,-1
2,16,2667,859,58,58,1,0,-1
2,14,1746,1306,48,56,1,0,-1
2,17,3456,2005,50,42,1,0,-1
2,18,949,373,42,48,1,0,-1
2,15,404,617,62,58,1,0,-1
2,20,1235,254,52,49,1,0,-1
2,21,1440,739,40,55,1,0,-1
2,22,1754,248,70,49,1,0,-1
2,23,2287,499,43,55,1,0,-1
2,24,3489,2052,35,37,1,0,-1
3,11,1337,1488,58,51,1,0,-1
3,1,4195,1531,48,35,1,0,-1
3,3,3693,1386,50,52,1,0,-1
3,4,3071,1121,36,52,1,0,-1
3,5,2898,1245,53,48,1,0,-1
3,6,3343,1895,58,52,1,0,-1
3,7,3157,1565,36,62,1,0,-1
3,8,2341,1739,44,69,1,0,-1
3,9,1963,1725,53,60,1,0,-1
3,10,1220,1918,38,55,1,0,-1
3,2,2824,1357,41,57,1,0,-1
3,12,2714,921,57,48,1,0,-1
3,15,402,617,62,58,1,0,-1
3,14,1746,1306,48,56,1,0,-1
3,16,2666,860,58,58,1,0,-1
3,19,1074,785,57,62,1,0,-1
3,18,949,372,42,48,1,0,-1
3,24,3489,2052,35,37,1,0,-1
3,17,3458,2005,50,42,1,0,-1
3,21,1439,740,40,55,1,0,-1
3,22,1757,247,70,49,1,0,-1
3,23,2286,500,43,55,1,0,-1
3,13,2600,1259,49,56,1,0,-1
3,20,1237,257,50,47,1,0,-1
4,8,2341,1739,44,69,1,0,-1
